Tipo,Producto,Cobertura,Pagos,Edad1,Edad2, SAF ,Crecimiento,SAD,PNU,PA
Ultimo Superviviente,Dotal Mixto,45,42,16,18,1606043.00,NA,1606043,161535.99,8711.79
Vida Conjunta,Temporal,32,13,31,28,2398621.00,NA,0,88172.41,7254.36
Individual,Dotal Mixto,30,8,27,9,4352417.30,Variable,17915139.78,2672006.67,226578.09
Individual,Dotal Mixto,28,0,33,8,852851.00,NA,852851,155178.46,155178.46
Individual,Dotal Mixto,41,1,21,5,1677212.00,NA,1677212,193570.55,36362.93
Individual,Dotal Mixto,44,11,19,5,1164460.00,NA,1164460,117806.65,10386.34
Individual,Dotal Mixto,34,33,19,2,1262620.00,NA,1262620,226553.14,13282.52
Ultimo Superviviente,Temporal,42,26,15,15,1273740.00,NA,0,17.86,1.14
Vida Conjunta,Ordinario de Vida,82,0,22,26,1089269.00,NA,0,80413.28,21629.06
Individual,Dotal Mixto,12,4,44,8,3326384.60,Fijo,4633178.55,1754059.05,189412.47
Vida Conjunta,Ordinario de Vida,59,0,47,47,2947178.00,NA,0,544279.54,279088.91
Vida Conjunta,Dotal Mixto,25,1,22,24,2035315.00,NA,2035315,470450.77,77651.09
Ultimo Superviviente,Dotal Mixto,13,0,39,48,422235.80,Fijo,603194,216300.61,58094.75
Ultimo Superviviente,Dotal Mixto,32,4,29,27,1956544.00,NA,1956544,320948.61,43004.39
Vida Conjunta,Dotal Mixto,32,3,28,28,3035305.98,Variable,13774338.41,2622011.43,578132.89
Ultimo Superviviente,Dotal Mixto,38,13,20,21,1928252.00,NA,1928252,260283.81,22873.17
Vida Conjunta,Dotal Mixto,22,12,34,35,326675.00,NA,326675,92054.41,7862.91
Ultimo Superviviente,Dotal Mixto,41,14,22,21,2541755.00,NA,2541755,295930.27,24999.40
Vida Conjunta,Ordinario de Vida,91,0,14,18,870250.21,Variable,0,681863.81,183380.50
Individual,Dotal Mixto,43,3,16,0,1719194.00,Variable,13343674.76,1637327.62,572878.59
Vida Conjunta,Dotal Mixto,32,5,30,29,846902.00,NA,846902,148531.12,17123.74
Vida Conjunta,Dotal Mixto,9,2,22,26,2946969.00,NA,2946969,1237491.93,142527.93
Vida Conjunta,Temporal,14,7,33,34,1944911.63,Variable,0,51698.94,5281.27
Vida Conjunta,Dotal Mixto,36,23,24,23,2637567.00,NA,2637567,402212.28,26049.72
Individual,Dotal Mixto,31,0,21,9,546775.00,NA,546775,81369.28,41686.24
Individual,Temporal,24,20,27,2,2122906.00,NA,0,27123.82,1974.77
Ultimo Superviviente,Dotal Mixto,36,7,15,16,2349715.00,NA,2349715,367605.38,49255.88
Ultimo Superviviente,Ordinario de Vida,80,0,25,28,1360356.69,Variable,0,161782.88,35588.40
Ultimo Superviviente,Temporal,42,40,16,19,200413.00,NA,0,4.01,0.22
Vida Conjunta,Dotal Mixto,45,10,17,16,483487.00,NA,483487,57602.33,6219.90
Ultimo Superviviente,Dotal Mixto,30,17,28,26,552051.00,NA,552051,99918.54,7229.77
Ultimo Superviviente,Dotal Mixto,24,5,26,33,2555348.00,NA,2555348,620223.52,76497.70
Vida Conjunta,Dotal Mixto,13,9,22,20,794610.00,NA,794610,385024.46,44361.59
Vida Conjunta,Dotal Mixto,25,12,16,20,1352984.00,NA,1352984,340926.33,30156.57
Vida Conjunta,Dotal Mixto,38,35,24,23,895602.00,NA,895602,111297.09,6157.40
Individual,Temporal,43,21,17,1,723261.00,NA,0,10937.63,795.13
Individual,Dotal Mixto,19,4,37,3,1744859.35,Fijo,3110401.45,1069235.28,176403.77
Individual,Dotal Mixto,24,15,19,6,2343826.00,NA,2343826,553180.60,41265.70
Ultimo Superviviente,Temporal,43,0,21,19,1357829.00,NA,0,36.04,12.61
Vida Conjunta,Temporal,24,21,31,28,1992218.00,NA,0,54847.22,3620.88
Vida Conjunta,Ordinario de Vida,58,1,51,48,1028231.00,NA,0,194651.22,28930.12
Individual,Ordinario de Vida,68,5,38,0,838240.00,NA,0,97595.06,21508.80
Ultimo Superviviente,Temporal,24,6,19,21,1641622.00,NA,0,11.49,1.54
Vida Conjunta,Dotal Mixto,42,37,23,23,2693869.63,Variable,19913052.36,1736492.38,94901.72
Vida Conjunta,Dotal Mixto,35,34,25,28,2961998.00,NA,2961998,542962.18,31947.70
Ultimo Superviviente,Dotal Mixto,41,1,21,20,698665.04,Variable,4918593.996,448731.89,60126.11
Ultimo Superviviente,Dotal Mixto,46,6,18,18,523140.00,NA,523140,47670.94,6387.49
Ultimo Superviviente,Temporal,39,23,22,21,217873.95,Variable,0,21.21,1.46
Individual,Dotal Mixto,44,19,19,5,459535.39,Variable,3745060.347,342912.38,23785.09
Ultimo Superviviente,Dotal Mixto,24,14,26,27,1728160.00,NA,1728160,485733.60,42685.61
Individual,Dotal Mixto,26,18,22,5,2290768.42,Variable,7757354.964,1709406.67,121310.69
Individual,Dotal Mixto,38,31,22,1,848136.00,NA,848136,134036.22,8145.03
Vida Conjunta,Dotal Mixto,21,18,24,23,2845825.00,NA,2845825,864121.50,63174.16
Ultimo Superviviente,Temporal,22,8,20,26,815485.07,Variable,0,11.78,1.45
Ultimo Superviviente,Dotal Mixto,31,17,23,26,2652051.00,NA,2652051,480124.80,35666.13
Vida Conjunta,Temporal,20,5,25,33,721365.00,NA,0,17314.95,2330.89
Ultimo Superviviente,Dotal Mixto,14,1,25,25,2427002.00,NA,2427002,914560.55,150528.29
Individual,Dotal Mixto,38,25,13,0,1546456.00,NA,1546456,252211.49,17129.01
Individual,Dotal Mixto,14,11,14,1,807735.00,NA,807735,389794.53,41984.65
Vida Conjunta,Temporal,27,23,37,35,397501.00,NA,0,15811.00,961.01
Vida Conjunta,Temporal,29,9,22,19,976632.00,NA,0,22836.87,3072.37
Vida Conjunta,Dotal Mixto,39,31,21,28,2908821.00,NA,2908821,366881.89,21091.39
Individual,Dotal Mixto,26,14,38,9,3135598.89,Variable,10618250.78,1924985.71,136972.84
Ultimo Superviviente,Dotal Mixto,27,27,27,34,2007059.00,NA,2007059,400486.56,23839.26
Ultimo Superviviente,Dotal Mixto,6,2,57,55,1790164.00,NA,1790164,818907.09,88004.63
Vida Conjunta,Dotal Mixto,23,22,29,30,2073798.00,NA,2073798,505410.20,32288.93
Individual,Temporal,8,8,44,7,2637389.00,NA,0,34487.15,3185.94
Ultimo Superviviente,Dotal Mixto,10,0,54,53,1282754.52,Variable,1989973.279,785752.82,105288.54
Ultimo Superviviente,Dotal Mixto,25,8,23,33,1964789.40,Variable,6336642.183,1780627.83,238589.56
Vida Conjunta,Dotal Mixto,45,30,16,19,2460963.00,NA,2460963,294996.15,18025.77
Ultimo Superviviente,Dotal Mixto,46,9,15,15,2373173.00,NA,2373173,227410.98,26074.24
Individual,Dotal Mixto,49,34,14,1,3047928.45,Fijo,10014622.05,912325.31,53441.28
Vida Conjunta,Dotal Mixto,14,2,29,31,630583.70,Variable,1189059.604,544721.90,146576.68
Vida Conjunta,Dotal Mixto,30,5,26,27,2659572.00,NA,2659572,437608.11,42361.95
Vida Conjunta,Dotal Mixto,46,38,12,20,434595.00,NA,434595,49982.30,2821.94
Vida Conjunta,Dotal Mixto,43,14,19,18,604700.25,Variable,4693433.935,548480.95,50657.71
Vida Conjunta,Dotal Mixto,20,19,17,14,2298540.00,NA,2298540,762514.98,55657.20
Individual,Temporal,25,16,17,1,2829562.05,Variable,0,45896.24,3891.20
Ultimo Superviviente,Dotal Mixto,30,8,28,28,729633.98,Variable,3003272.412,469388.71,41248.95
Vida Conjunta,Dotal Mixto,18,0,26,23,1782276.00,NA,1782276,492386.08,172358.83
Individual,Dotal Mixto,39,0,24,9,1666845.00,NA,1666845,176366.25,47401.63
Ultimo Superviviente,Dotal Mixto,25,9,23,20,1418067.00,NA,1418067,398649.32,49168.87
Ultimo Superviviente,Dotal Mixto,19,12,40,45,123880.00,NA,123880,38332.11,3238.48
Individual,Dotal Mixto,27,5,18,4,1536173.00,NA,1536173,346168.68,46466.05
Vida Conjunta,Dotal Mixto,27,18,24,28,1637869.15,Variable,5823726.59,1283313.33,93903.71
Individual,Ordinario de Vida,84,7,24,1,1231779.00,NA,0,76852.55,11345.96
Vida Conjunta,Dotal Mixto,11,4,36,33,819946.00,NA,819946,329996.48,35696.43
Ultimo Superviviente,Dotal Mixto,20,12,31,31,732185.00,NA,732185,205788.83,16766.81
Vida Conjunta,Temporal,42,0,15,18,2336011.00,NA,0,65354.62,33489.75
Vida Conjunta,Dotal Mixto,29,22,28,33,828499.00,NA,828499,215184.53,15817.97
Ultimo Superviviente,Temporal,39,23,24,24,2737872.00,NA,0,85.23,5.65
Individual,Dotal Mixto,21,14,26,3,880827.60,Variable,2337097.854,724659.05,61483.96
Ultimo Superviviente,Ordinario de Vida,61,1,47,45,2050779.00,Variable,0,390926.33,390926.33
Ultimo Superviviente,Dotal Mixto,14,6,37,43,2189796.68,Variable,4129188.236,1633020.28,187241.03
Vida Conjunta,Dotal Mixto,34,11,26,30,1540050.00,NA,1540050,248376.06,21160.86
Vida Conjunta,Dotal Mixto,19,6,28,30,1588789.00,NA,1588789,611169.34,100972.42
Vida Conjunta,Dotal Mixto,31,1,26,32,1963969.00,NA,1963969,342665.00,50680.95
Individual,Dotal Mixto,44,0,18,5,499576.00,NA,499576,50373.44,25806.86
Vida Conjunta,Dotal Mixto,24,19,26,27,2014436.87,Variable,6187390.707,1503203.81,105018.15
Ultimo Superviviente,Dotal Mixto,26,25,23,26,2010271.00,NA,2010271,382349.26,22757.49
Vida Conjunta,Temporal,30,29,24,21,598792.00,NA,0,15107.41,913.31
Vida Conjunta,Dotal Mixto,26,7,33,34,196984.00,NA,196984,48871.16,5641.16
Individual,Dotal Mixto,25,24,31,7,2619672.00,NA,2619672,568959.02,35063.60
Individual,Dotal Mixto,46,13,12,1,777694.00,NA,777694,84880.85,8188.91
Individual,Dotal Mixto,27,8,29,1,1272859.00,NA,1272859,333579.76,44809.60
Vida Conjunta,Dotal Mixto,22,0,39,40,3044377.79,Variable,8481522.637,2504617.14,877429.93
Ultimo Superviviente,Temporal,42,23,23,22,883158.00,NA,0,31.20,2.11
Vida Conjunta,Dotal Mixto,37,31,21,26,208805.00,NA,208805,33442.85,2001.69
Vida Conjunta,Dotal Mixto,24,15,22,27,1780031.70,Fijo,3296355,739200.36,54014.76
Vida Conjunta,Dotal Mixto,29,18,28,30,2554803.32,Variable,10015158.94,1568427.62,103362.41
Individual,Dotal Mixto,35,6,24,8,1904428.00,NA,1904428,249894.22,24114.49
Vida Conjunta,Temporal,31,1,23,27,808540.60,Fijo,0,30149.31,4054.97
Individual,Dotal Mixto,47,13,13,2,2941112.00,NA,2941112,294814.94,27129.65
Vida Conjunta,Temporal,41,10,22,21,3943898.79,Variable,0,348251.10,30809.88
Ultimo Superviviente,Dotal Mixto,39,15,19,22,987335.00,NA,987335,126887.59,10338.12
Vida Conjunta,Dotal Mixto,27,7,35,37,1604233.00,NA,1604233,323349.76,29938.49
Individual,Dotal Mixto,20,0,41,2,2022598.00,NA,2022598,707788.66,707788.66
Individual,Dotal Mixto,41,31,17,6,344058.83,Variable,2422170.314,244516.19,14034.70
Vida Conjunta,Dotal Mixto,31,7,32,29,936390.00,NA,936390,214097.87,31695.60
Vida Conjunta,Dotal Mixto,41,39,21,27,939889.00,NA,939889,105580.71,5716.13
Ultimo Superviviente,Dotal Mixto,24,8,37,38,464102.00,NA,464102,118113.30,12691.98
Individual,Dotal Mixto,41,18,22,2,1001224.40,Fijo,2821632.4,357541.41,27454.27
Vida Conjunta,Temporal,30,2,16,19,1971453.00,NA,0,41716.06,9193.27
Vida Conjunta,Dotal Mixto,42,0,23,20,2635237.00,NA,2635237,292384.05,78637.10
Ultimo Superviviente,Temporal,19,8,28,30,1869641.00,NA,0,18.45,1.69
Individual,Temporal,28,16,25,9,2662968.00,NA,0,33369.56,2267.13
Vida Conjunta,Dotal Mixto,13,13,40,40,2264179.04,Variable,4066140.26,1390009.52,102196.76
Ultimo Superviviente,Dotal Mixto,43,2,20,23,1267237.00,NA,1267237,147378.47,51541.58
Individual,Dotal Mixto,23,8,25,10,2441757.00,NA,2441757,501734.99,41032.00
Vida Conjunta,Temporal,20,4,33,35,593321.00,NA,0,17188.25,1982.88
Vida Conjunta,Dotal Mixto,25,0,23,28,1555193.12,Variable,5015653.228,1343434.29,688478.54
Individual,Dotal Mixto,33,9,23,4,982902.00,NA,982902,169064.36,17191.06
Ultimo Superviviente,Dotal Mixto,19,7,30,31,1917972.10,Fijo,3487222,1251170.61,167646.73
Individual,Temporal,26,24,37,6,2545137.40,Fijo,0,80075.86,5020.55
Vida Conjunta,Temporal,10,4,35,34,1730353.80,Fijo,0,32789.58,3546.86
Ultimo Superviviente,Dotal Mixto,33,6,25,26,3209980.57,Variable,15295369.52,2767424.87,407793.70
Vida Conjunta,Dotal Mixto,39,1,18,26,668928.00,NA,668928,103043.33,36073.41
Individual,Ordinario de Vida,90,4,19,5,595581.90,Variable,0,444432.38,59655.93
Ultimo Superviviente,Dotal Mixto,41,31,24,20,4540191.62,Variable,31962897.76,2774942.18,154037.56
Vida Conjunta,Dotal Mixto,42,1,20,21,4008608.19,Variable,29631584.22,2713183.81,401041.96
Individual,Ordinario de Vida,77,0,34,6,810353.15,Variable,0,575902.86,575902.86
Individual,Dotal Mixto,37,0,14,4,2570797.00,NA,2570797,364859.41,186920.15
Ultimo Superviviente,Dotal Mixto,22,3,21,24,1875988.00,NA,1875988,581495.57,127915.27
Vida Conjunta,Temporal,39,23,24,27,2788098.00,NA,0,96777.00,5995.29
Vida Conjunta,Dotal Mixto,23,17,19,16,609473.00,NA,609473,176138.11,13573.13
Ultimo Superviviente,Dotal Mixto,27,14,35,34,1076271.00,NA,1076271,273909.44,25133.75
Individual,Dotal Mixto,22,0,30,5,2280670.00,NA,2280670,624027.33,167745.98
Ultimo Superviviente,Dotal Mixto,18,0,36,37,321478.00,NA,321478,94849.25,25474.91
Ultimo Superviviente,Dotal Mixto,11,0,36,42,263904.00,NA,263904,104394.06,15383.04
Individual,Dotal Mixto,32,22,24,4,670377.00,NA,670377,120795.19,8053.66
Individual,Ordinario de Vida,87,1,19,8,2531551.94,Variable,0,1631860.95,219027.97
Vida Conjunta,Dotal Mixto,21,10,22,23,2214980.00,NA,2214980,672028.51,65063.89
Vida Conjunta,Dotal Mixto,19,16,28,27,2971214.00,NA,2971214,786639.67,53774.22
Individual,Dotal Mixto,10,0,20,6,2997237.00,NA,2997237,1378377.85,482269.07
Individual,Temporal,30,0,26,8,2683392.00,NA,0,37559.33,19242.38
Individual,Dotal Mixto,11,5,40,7,1453365.00,NA,1453365,609773.99,65804.04
Individual,Temporal,14,2,39,8,1696349.33,Variable,0,28970.73,3584.62
Individual,Dotal Mixto,22,8,38,7,470233.00,NA,470233,118278.29,10908.15
Vida Conjunta,Ordinario de Vida,83,4,26,25,2232547.00,NA,0,172874.55,21417.01
Ultimo Superviviente,Dotal Mixto,27,24,26,31,1751794.00,NA,1751794,425095.66,28166.56
Ultimo Superviviente,Temporal,25,22,22,21,1584167.00,NA,0,13.97,1.01
Vida Conjunta,Temporal,43,17,20,23,3994751.40,Variable,0,405631.09,28922.46
Vida Conjunta,Dotal Mixto,30,6,23,26,1389850.00,NA,1389850,227348.36,20992.34
Vida Conjunta,Dotal Mixto,17,1,30,27,449727.00,NA,449727,143199.57,21178.03
Ultimo Superviviente,Dotal Mixto,12,0,45,47,1306776.00,NA,1306776,491985.25,108225.55
Vida Conjunta,Dotal Mixto,26,1,26,26,306867.00,NA,306867,62329.36,8383.60
Vida Conjunta,Dotal Mixto,39,36,25,20,2089132.00,NA,2089132,351176.62,20627.85
Vida Conjunta,Ordinario de Vida,58,0,48,51,1243814.00,NA,0,275322.50,275322.50
Individual,Temporal,40,0,18,7,3176491.21,Variable,0,106709.78,17586.13
Ultimo Superviviente,Dotal Mixto,18,5,15,25,2561382.02,Variable,5870734.514,2212253.13,364116.60
Vida Conjunta,Dotal Mixto,40,12,17,23,1661490.00,NA,1661490,223517.36,19777.10
Ultimo Superviviente,Dotal Mixto,50,11,10,17,169284.00,Fijo,584029.8,50688.78,5811.82
Vida Conjunta,Dotal Mixto,9,0,44,47,1821629.00,NA,1821629,774458.54,774458.54
Ultimo Superviviente,Dotal Mixto,20,10,28,33,227654.60,Variable,575271.8273,178271.14,17152.48
Individual,Dotal Mixto,38,16,27,2,2279959.00,NA,2279959,349202.41,28592.37
Individual,Dotal Mixto,33,0,27,9,1127857.50,Variable,5374174.967,692406.67,242267.55
Vida Conjunta,Dotal Mixto,47,24,13,23,1983000.00,NA,1983000,223897.19,15005.81
Ultimo Superviviente,Temporal,32,3,20,17,1596291.00,NA,0,15.04,2.22
Vida Conjunta,Dotal Mixto,33,24,18,21,663113.00,NA,663113,107902.85,6767.40
Individual,Temporal,11,11,36,7,1989969.00,NA,0,20953.46,1717.06
Vida Conjunta,Dotal Mixto,47,41,13,21,784794.00,NA,784794,95331.92,5353.03
Vida Conjunta,Temporal,11,2,36,40,3099177.93,Variable,0,81311.62,13444.48
Ultimo Superviviente,Dotal Mixto,28,15,15,19,457489.00,NA,457489,105804.78,8938.07
Vida Conjunta,Dotal Mixto,18,18,27,26,437411.00,NA,437411,167834.10,12967.85
Vida Conjunta,Dotal Mixto,32,31,30,31,479371.20,Fijo,1010103.6,151273.77,8656.91
Ultimo Superviviente,Temporal,31,24,16,21,3108425.54,Variable,0,64.23,3.98
Individual,Temporal,42,17,20,5,549823.37,Variable,0,25526.79,1855.50
Vida Conjunta,Dotal Mixto,27,6,21,26,425983.00,NA,425983,108332.07,16021.65
Individual,Dotal Mixto,28,5,18,3,742936.00,NA,742936,167515.79,24723.41
Individual,Dotal Mixto,22,4,25,7,1287402.61,Variable,3586655.513,871364.76,100146.15
Vida Conjunta,Temporal,17,0,25,22,2568299.00,NA,0,44348.55,22725.59
Vida Conjunta,Temporal,19,19,20,17,136400.25,Fijo,0,2827.24,218.00
Ultimo Superviviente,Temporal,38,34,20,16,2290768.00,NA,0,34.44,2.00
Ultimo Superviviente,Dotal Mixto,28,25,21,19,558081.00,NA,558081,142287.88,9615.52
Ultimo Superviviente,Dotal Mixto,34,33,29,31,2833090.00,NA,2833090,487221.69,28347.85
Ultimo Superviviente,Dotal Mixto,47,17,16,16,1165844.00,NA,1165844,101229.62,7736.32
Vida Conjunta,Dotal Mixto,18,0,34,32,779391.00,NA,779391,207598.38,34279.58
Individual,Temporal,48,32,15,2,105606.00,NA,0,1629.11,96.48
Vida Conjunta,Dotal Mixto,41,24,22,24,249568.00,NA,249568,26646.68,1607.68
Vida Conjunta,Dotal Mixto,14,7,20,23,118624.59,Variable,223684.3564,102472.38,13784.88
Ultimo Superviviente,Temporal,42,0,17,17,1112110.00,NA,0,18.06,6.32
Individual,Dotal Mixto,14,12,19,8,1857944.20,Fijo,2720561.15,932310.60,71526.31
Individual,Temporal,22,4,30,4,1842778.00,NA,0,24661.59,3641.49
Ultimo Superviviente,Temporal,14,13,25,25,2403299.00,NA,0,12.68,1.03
Vida Conjunta,Temporal,31,31,18,21,2335958.00,NA,0,54000.75,3188.96
Vida Conjunta,Temporal,36,20,26,26,2200773.62,Variable,0,205380.87,14678.94
Individual,Dotal Mixto,24,9,16,3,2812245.04,Variable,8637877.441,2313640.95,249201.57
Individual,Dotal Mixto,26,7,36,5,2138031.00,NA,2138031,491800.01,53054.17
Individual,Temporal,44,14,17,4,2999941.00,NA,0,44029.86,3600.25
Vida Conjunta,Temporal,22,3,18,26,830897.00,NA,0,16249.08,2012.38
Vida Conjunta,Temporal,43,43,21,20,1311930.00,NA,0,41402.46,2217.44
Individual,Dotal Mixto,35,28,25,4,1577009.00,NA,1577009,249224.56,15144.72
Individual,Dotal Mixto,13,9,47,4,1294054.00,NA,1294054,572780.79,58539.80
Vida Conjunta,Temporal,32,0,23,24,2111021.00,NA,0,59555.98,30519.84
Vida Conjunta,Temporal,28,27,21,18,2200979.00,NA,0,46866.33,2901.00
Vida Conjunta,Dotal Mixto,18,9,44,39,3366604.68,Variable,7716319.59,2637822.86,270635.54
Individual,Ordinario de Vida,60,4,51,2,1190145.00,NA,0,219716.83,41411.17
Vida Conjunta,Dotal Mixto,34,15,26,28,977882.53,Variable,4892530.67,694962.86,52159.64
Individual,Temporal,46,6,16,3,113103.00,NA,0,1701.66,228.41
Ultimo Superviviente,Dotal Mixto,26,0,33,36,2834824.00,NA,2834824,512659.85,84379.23
Vida Conjunta,Dotal Mixto,23,1,22,22,1210969.00,NA,1210969,335249.21,73889.22
Vida Conjunta,Dotal Mixto,43,11,19,24,2406078.15,Fijo,7218234.45,905352.54,97828.95
Vida Conjunta,Temporal,30,1,17,21,891593.00,NA,0,19761.86,4355.13
Individual,Dotal Mixto,35,25,24,8,2554270.00,NA,2554270,335164.84,20092.07
Vida Conjunta,Temporal,36,4,18,17,506523.00,NA,0,12952.65,3483.86
Individual,Dotal Mixto,22,0,15,3,2641814.00,NA,2641814,789304.66,404368.14
Individual,Temporal,36,25,27,10,4705891.24,Variable,0,180760.81,10597.77
Vida Conjunta,Temporal,46,19,17,17,925752.00,NA,0,29132.94,2183.21
Individual,Dotal Mixto,35,34,23,3,513192.00,NA,513192,84573.67,4865.65
Ultimo Superviviente,Dotal Mixto,14,13,34,34,528254.00,NA,528254,180513.17,13409.72
Ultimo Superviviente,Dotal Mixto,5,0,38,35,218334.00,NA,218334,105008.94,23099.50
Vida Conjunta,Dotal Mixto,12,1,35,35,2197133.00,NA,2197133,927740.64,153293.36
Vida Conjunta,Dotal Mixto,29,11,20,18,2393015.49,Variable,9380929.735,1700671.43,144650.92
Vida Conjunta,Temporal,17,4,15,20,1333755.60,Fijo,0,22946.01,3391.75
Vida Conjunta,Dotal Mixto,39,25,23,25,2670941.00,NA,2670941,432792.36,29077.53
Vida Conjunta,Dotal Mixto,25,0,21,20,1134276.00,NA,1134276,286468.82,146797.45
Individual,Temporal,19,19,30,4,1745251.83,Variable,0,30228.75,2148.96
Individual,Temporal,25,8,11,1,2303962.00,NA,0,17817.71,2391.44
Individual,Dotal Mixto,28,8,23,5,257380.05,Variable,960917.1563,192060.95,19528.12
Vida Conjunta,Dotal Mixto,36,0,26,24,908486.00,NA,908486,133611.57,25131.99
Vida Conjunta,Ordinario de Vida,89,2,18,19,2969128.05,Variable,0,2693086.67,942737.94
Vida Conjunta,Dotal Mixto,29,26,19,27,2072753.00,NA,2072753,385421.50,23278.28
Ultimo Superviviente,Dotal Mixto,15,9,44,50,1845533.00,NA,1845533,570972.02,46524.93
Vida Conjunta,Dotal Mixto,28,2,28,29,1673567.00,NA,1673567,300780.37,34657.04
Vida Conjunta,Dotal Mixto,40,21,22,24,2413302.00,NA,2413302,290057.09,18769.02
Vida Conjunta,Dotal Mixto,39,25,26,21,1234466.75,Variable,7882659.395,921178.10,57885.30
Individual,Temporal,18,1,39,9,3270702.51,Variable,0,74370.26,9200.87
Individual,Dotal Mixto,43,31,18,3,2836747.00,NA,2836747,326425.03,19338.49
Individual,Dotal Mixto,31,29,27,3,1655273.00,NA,1655273,328471.75,19981.16
Individual,Dotal Mixto,24,6,29,10,2943109.00,NA,2943109,579809.66,51137.88
Vida Conjunta,Dotal Mixto,16,12,25,23,1634543.90,Fijo,2749005.65,1146205.16,111039.43
Vida Conjunta,Dotal Mixto,24,16,22,21,2865119.00,NA,2865119,757738.99,58424.85
Individual,Dotal Mixto,47,43,15,3,1090458.00,NA,1090458,105144.35,5652.38
Ultimo Superviviente,Dotal Mixto,14,8,42,43,1034305.00,NA,1034305,370911.08,34034.94
Vida Conjunta,Dotal Mixto,41,24,19,28,2355172.00,NA,2355172,275721.15,17078.70
Ultimo Superviviente,Ordinario de Vida,80,8,27,26,2537161.20,Fijo,0,69382.08,9296.62
Vida Conjunta,Temporal,12,2,16,25,556642.00,NA,0,7074.22,1167.61
Ultimo Superviviente,Dotal Mixto,17,5,39,43,1954156.00,NA,1954156,700637.44,93880.77
Vida Conjunta,Dotal Mixto,30,28,26,35,326968.00,NA,326968,59865.27,3555.92
Vida Conjunta,Dotal Mixto,11,4,48,50,1269269.00,NA,1269269,519726.95,56571.55
Individual,Dotal Mixto,26,15,14,1,2662004.10,Variable,9014490.737,2414516.19,212861.79
Ultimo Superviviente,Temporal,12,0,21,22,2478091.00,NA,0,9.15,9.15
Individual,Dotal Mixto,36,24,22,8,2728451.00,NA,2728451,341269.60,20704.10
Vida Conjunta,Temporal,35,25,25,27,1652362.20,Fijo,0,79789.46,4883.17
Vida Conjunta,Dotal Mixto,29,12,25,29,2239686.13,Variable,8779858.866,1309498.10,95673.07
Vida Conjunta,Dotal Mixto,23,6,38,42,1606173.00,NA,1606173,404149.27,41366.10
Ultimo Superviviente,Dotal Mixto,14,4,22,26,524106.62,Variable,988281.1898,431130.49,70960.16
Vida Conjunta,Dotal Mixto,8,1,41,39,2665438.95,Variable,3750540.276,1718165.71,231577.43
Vida Conjunta,Dotal Mixto,21,0,36,38,2765674.00,NA,2765674,818696.21,419630.96
Individual,Ordinario de Vida,73,0,36,5,1796409.00,NA,0,155978.18,54586.64
Individual,Temporal,6,0,51,9,636334.00,NA,0,11262.01,5771.57
Individual,Dotal Mixto,23,1,25,3,2049111.00,NA,2049111,586218.90,157572.62
Individual,Ordinario de Vida,73,0,35,9,1419408.00,NA,0,100153.35,35046.35
Vida Conjunta,Temporal,17,4,27,31,3691100.34,Variable,0,96405.25,10417.81
